Employee;Week;Hours
Jack;W34.2022;40
Jack;W35.2022;40
Jack;W36.2022;40
Jack;W37.2022;40
Jack;W38.2022;40
Jack;W39.2022;40
Jack;W40.2022;40
Jack;W41.2022;40
Jack;W42.2022;40
Jack;W43.2022;40
Jack;W44.2022;40
Jack;W45.2022;40
Jack;W46.2022;40
Jack;W47.2022;40
Jack;W48.2022;40
Jack;W49.2022;40
Jack;W50.2022;40
Jack;W51.2022;40
Jack;W52.2022;40
Jack;W01.2023;32
Jack;W02.2023;32
Jack;W03.2023;32
Jack;W04.2023;32
Jack;W05.2023;32
Jack;W06.2023;32
Jack;W07.2023;32
Jack;W08.2023;32
Jack;W09.2023;24
Jack;W10.2023;24
Jack;W11.2023;24
Jack;W12.2023;24
Jack;W13.2023;24
Jack;W14.2023;24
Jack;W15.2023;24
Jack;W16.2023;24
Jack;W17.2023;24
Jack;W18.2023;24
Jack;W19.2023;24
Jack;W20.2023;24
Jack;W21.2023;24
Jack;W22.2023;24
Jack;W23.2023;24
Jack;W24.2023;24
Jack;W25.2023;24
Jack;W26.2023;24
Jack;W27.2023;24
Jack;W28.2023;24
Jack;W29.2023;24
Jack;W30.2023;24
Jack;W31.2023;24
Jack;W32.2023;8
Jack;W33.2023;8
Jack;W34.2023;8
Jack;W35.2023;8
Jack;W36.2023;8
Jack;W37.2023;8
Jack;W38.2023;8
Jack;W39.2023;8
Jack;W40.2023;8
Jack;W41.2023;8
Jack;W42.2023;8
Jack;W43.2023;8
Jack;W44.2023;8
Jack;W45.2023;8
Jack;W46.2023;8
Jack;W47.2023;8
Jack;W48.2023;8
Jack;W49.2023;8
Jack;W50.2023;8
Jack;W51.2023;8
Jack;W52.2023;8
Jeroen;W01.2022;40
Jeroen;W02.2022;40
Jeroen;W03.2022;40
Jeroen;W04.2022;40
Jeroen;W05.2022;40
Jeroen;W06.2022;40
Jeroen;W07.2022;40
Jeroen;W08.2022;40
Jeroen;W09.2022;40
Jeroen;W10.2022;40
Jeroen;W11.2022;40
Jeroen;W12.2022;40
Jeroen;W13.2022;40
Jeroen;W14.2022;40
Jeroen;W15.2022;40
Jeroen;W16.2022;40
Jeroen;W17.2022;40
Jeroen;W18.2022;40
Jeroen;W19.2022;40
Jeroen;W20.2022;40
Jeroen;W21.2022;40
Jeroen;W22.2022;40
Jeroen;W23.2022;40
Jeroen;W24.2022;40
Jeroen;W25.2022;40
Jeroen;W26.2022;40
Jeroen;W27.2022;40
Jeroen;W28.2022;40
Jeroen;W29.2022;40
Jeroen;W30.2022;40
Jeroen;W31.2022;40
Jeroen;W32.2022;40
Jeroen;W33.2022;40
Jeroen;W34.2022;16
Jeroen;W35.2022;16
Jeroen;W36.2022;16
Jeroen;W37.2022;16
Jeroen;W38.2022;16
Jeroen;W39.2022;16
Jeroen;W40.2022;16
Jeroen;W41.2022;16
Jeroen;W42.2022;16
Jeroen;W43.2022;16
Jeroen;W44.2022;16
Jeroen;W45.2022;16
Jeroen;W46.2022;16
Jeroen;W47.2022;16
Jeroen;W48.2022;16
Jeroen;W49.2022;16
Jeroen;W50.2022;16
Jeroen;W51.2022;16
Jeroen;W52.2022;16
Jeroen;W01.2023;16
Jeroen;W02.2023;16
Jeroen;W03.2023;16
Jeroen;W04.2023;16
Jeroen;W05.2023;16
Jeroen;W06.2023;16
Jeroen;W07.2023;16
Jeroen;W08.2023;16
Jeroen;W09.2023;16
Jeroen;W10.2023;16
Jeroen;W11.2023;16
Jeroen;W12.2023;16
Jeroen;W13.2023;16
Jeroen;W14.2023;16
Jeroen;W15.2023;16
Jeroen;W16.2023;16
Jeroen;W17.2023;16
Jeroen;W18.2023;16
Jeroen;W19.2023;16
Jeroen;W20.2023;16
Jeroen;W21.2023;16
Jeroen;W22.2023;16
Jeroen;W23.2023;16
Jeroen;W24.2023;16
Jeroen;W25.2023;16
Jeroen;W26.2023;16
Jeroen;W27.2023;16
Jeroen;W28.2023;16
Jeroen;W29.2023;16
Jeroen;W30.2023;16
Jeroen;W31.2023;16
Jeroen;W32.2023;16
Jeroen;W33.2023;16
Jeroen;W34.2023;16
Jeroen;W35.2023;16
Jeroen;W36.2023;16
Jeroen;W37.2023;16
Jeroen;W38.2023;16
Jeroen;W39.2023;16
Jeroen;W40.2023;16
Jeroen;W41.2023;16
Jeroen;W42.2023;16
Jeroen;W43.2023;16
Jeroen;W44.2023;16
Jeroen;W45.2023;16
Jeroen;W46.2023;16
Jeroen;W47.2023;16
Jeroen;W48.2023;16
Jeroen;W49.2023;24
Jeroen;W50.2023;24
Jeroen;W51.2023;24
Jeroen;W52.2023;24
Joris;W01.2022;32
Joris;W02.2022;32
Joris;W03.2022;32
Joris;W04.2022;32
Joris;W05.2022;32
Joris;W06.2022;32
Joris;W07.2022;16
Joris;W08.2022;16
Joris;W09.2022;16
Joris;W10.2022;16
Joris;W11.2022;16
Joris;W12.2022;16
Joris;W13.2022;16
Joris;W14.2022;16
Joris;W15.2022;16
Joris;W16.2022;16
Joris;W17.2022;16
Joris;W18.2022;16
Joris;W19.2022;16
Joris;W20.2022;16
Joris;W21.2022;16
Joris;W22.2022;16
Joris;W23.2022;16
Joris;W24.2022;16
Joris;W25.2022;16
Joris;W26.2022;16
Joris;W27.2022;16
Joris;W28.2022;16
Joris;W29.2022;16
Joris;W30.2022;16
Joris;W31.2022;16
Joris;W32.2022;16
Joris;W33.2022;16
Joris;W34.2022;16
Joris;W35.2022;16
Joris;W36.2022;16
Joris;W37.2022;16
Joris;W38.2022;16
Joris;W39.2022;16
Joris;W40.2022;16
Joris;W41.2022;16
Joris;W42.2022;16
Joris;W43.2022;16
Joris;W44.2022;16
Joris;W45.2022;16
Joris;W46.2022;16
Joris;W47.2022;16
Joris;W48.2022;16
Joris;W49.2022;16
Joris;W50.2022;16
Joris;W51.2022;16
Joris;W52.2022;16
Joris;W01.2023;16
Joris;W02.2023;16
Joris;W03.2023;16
Joris;W04.2023;16
Joris;W05.2023;16
Joris;W06.2023;16
Joris;W07.2023;16
Joris;W08.2023;16
Joris;W09.2023;16
Joris;W10.2023;16
Joris;W11.2023;16
Joris;W12.2023;16
Joris;W13.2023;16
Joris;W14.2023;16
Joris;W15.2023;16
Joris;W16.2023;16
Joris;W17.2023;16
Joris;W18.2023;16
Joris;W19.2023;16
Joris;W20.2023;16
Joris;W21.2023;16
Joris;W22.2023;16
Joris;W23.2023;24
Joris;W24.2023;24
Joris;W25.2023;24
Joris;W26.2023;24
Joris;W27.2023;24
Joris;W28.2023;24
Joris;W29.2023;24
Joris;W30.2023;24
Joris;W31.2023;24
Joris;W32.2023;24
Joris;W33.2023;24
Joris;W34.2023;24
Joris;W35.2023;24
Joris;W36.2023;32
Joris;W37.2023;32
Joris;W38.2023;32
Joris;W39.2023;32
Joris;W40.2023;32
Joris;W41.2023;32
Joris;W42.2023;32
Joris;W43.2023;32
Joris;W44.2023;32
Joris;W45.2023;32
Joris;W46.2023;32
Joris;W47.2023;32
Joris;W48.2023;32
Joris;W49.2023;32
Joris;W50.2023;32
Joris;W51.2023;32
Joris;W52.2023;32
Marleen;W01.2022;40
Marleen;W02.2022;40
Marleen;W03.2022;40
Marleen;W04.2022;40
Marleen;W05.2022;40
Marleen;W06.2022;40
Marleen;W07.2022;40
Marleen;W08.2022;40
Marleen;W09.2022;40
Marleen;W10.2022;40
Marleen;W11.2022;40
Marleen;W12.2022;40
Marleen;W13.2022;40
Marleen;W14.2022;40
Marleen;W15.2022;40
Marleen;W16.2022;40
Marleen;W17.2022;40
Marleen;W18.2022;40
Marleen;W19.2022;40
Marleen;W20.2022;40
Marleen;W21.2022;40
Marleen;W22.2022;40
Marleen;W23.2022;40
Marleen;W24.2022;40
Marleen;W25.2022;40
Marleen;W26.2022;40
Marleen;W27.2022;40
Marleen;W28.2022;40
Marleen;W29.2022;40
Marleen;W30.2022;40
Marleen;W31.2022;40
Marleen;W32.2022;40
Marleen;W33.2022;40
Marleen;W34.2022;40
Marleen;W35.2022;40
Marleen;W36.2022;40
Marleen;W37.2022;40
Marleen;W38.2022;40
Marleen;W39.2022;40
Marleen;W40.2022;40
Marleen;W41.2022;40
Marleen;W42.2022;40
Marleen;W43.2022;40
Marleen;W44.2022;40
Marleen;W45.2022;40
Marleen;W46.2022;40
Marleen;W47.2022;40
Marleen;W48.2022;40
Marleen;W49.2022;40
Marleen;W50.2022;40
Marleen;W51.2022;40
Marleen;W52.2022;40
Marleen;W01.2023;40
Marleen;W02.2023;40
Marleen;W03.2023;40
Marleen;W04.2023;40
Marleen;W05.2023;40
Marleen;W06.2023;40
Marleen;W07.2023;40
Marleen;W08.2023;40
Marleen;W09.2023;40
Marleen;W10.2023;40
Marleen;W11.2023;40
Marleen;W12.2023;40
Marleen;W13.2023;40
Marleen;W14.2023;40
Marleen;W15.2023;40
Marleen;W16.2023;40
Marleen;W17.2023;40
Marleen;W18.2023;40
Marleen;W19.2023;40
Marleen;W20.2023;40
Marleen;W21.2023;40
Marleen;W22.2023;40
Marleen;W23.2023;40
Marleen;W24.2023;40
Marleen;W25.2023;40
Marleen;W26.2023;40
Marleen;W27.2023;40
Marleen;W28.2023;40
Marleen;W29.2023;40
Marleen;W30.2023;40
Marleen;W31.2023;40
Marleen;W32.2023;40
Marleen;W33.2023;40
Marleen;W34.2023;40
Marleen;W35.2023;40
Marleen;W36.2023;40
Marleen;W37.2023;40
Marleen;W38.2023;40
Marleen;W39.2023;40
Marleen;W40.2023;40
Marleen;W41.2023;40
Marleen;W42.2023;40
Marleen;W43.2023;40
Marleen;W44.2023;40
Marleen;W45.2023;40
Marleen;W46.2023;40
Marleen;W47.2023;40
Marleen;W48.2023;40
Marleen;W49.2023;40
Marleen;W50.2023;40
Marleen;W51.2023;40
Marleen;W52.2023;40
Sam;W01.2022;40
Sam;W02.2022;40
Sam;W03.2022;40
Sam;W04.2022;40
Sam;W05.2022;40
Sam;W06.2022;40
Sam;W07.2022;40
Sam;W08.2022;40
Sam;W09.2022;40
Sam;W10.2022;40
Sam;W11.2022;40
Sam;W12.2022;40
Sam;W13.2022;40
Sam;W14.2022;40
Sam;W15.2022;40
Sam;W16.2022;40
Sam;W17.2022;40
Sam;W18.2022;40
Sam;W19.2022;40
Sam;W20.2022;40
Sam;W21.2022;40
Sam;W22.2022;40
Sam;W23.2022;40
Sam;W24.2022;40
Sam;W25.2022;40
Sam;W26.2022;40
Sam;W27.2022;40
Sam;W28.2022;40
Sam;W29.2022;40
Sam;W30.2022;40
Sam;W31.2022;40
Sam;W32.2022;40
Sam;W33.2022;40
Sam;W34.2022;40
Sam;W35.2022;40
Sam;W36.2022;40
Sam;W37.2022;40
Sam;W38.2022;40
Sam;W39.2022;40
Sam;W40.2022;40
Sam;W41.2022;40
Sam;W42.2022;40
Sam;W43.2022;40
Sam;W44.2022;40
Sam;W45.2022;40
Sam;W46.2022;40
Sam;W47.2022;40
Sam;W48.2022;40
Sam;W49.2022;40
Sam;W50.2022;40
Sam;W51.2022;40
Sam;W52.2022;40
Sam;W01.2023;40
Sam;W02.2023;40
Sam;W03.2023;40
Sam;W04.2023;40
Sam;W05.2023;40
Sam;W06.2023;40
Sam;W07.2023;40
Sam;W08.2023;40
Sam;W09.2023;40
Sam;W10.2023;40
Sam;W11.2023;40
Sam;W12.2023;40
Sam;W13.2023;40
Sam;W14.2023;40
Sam;W15.2023;40
Sam;W16.2023;40
Sam;W17.2023;40
Sam;W18.2023;40
Sam;W19.2023;40
Sam;W20.2023;40
Sam;W21.2023;40
Sam;W22.2023;40
Sam;W23.2023;40
Sam;W24.2023;40
Sam;W25.2023;40
Sam;W26.2023;40
Sam;W27.2023;40
Sam;W28.2023;40
Sam;W29.2023;40
Sam;W30.2023;40
Sam;W31.2023;40
Sam;W32.2023;40
Sam;W33.2023;40
Sam;W34.2023;40
Sam;W35.2023;40
Sam;W36.2023;40
Sam;W37.2023;40
Sam;W38.2023;40
Sam;W39.2023;40
Sam;W40.2023;40
Sam;W41.2023;40
Sam;W42.2023;40
Sam;W43.2023;40
Sam;W44.2023;40
Sam;W45.2023;40
Sam;W46.2023;40
Sam;W47.2023;40
Sam;W48.2023;40
Sam;W49.2023;40
Sam;W50.2023;24
Sam;W51.2023;24
Sam;W52.2023;24
Floor;W01.2022;40
Floor;W02.2022;40
Floor;W03.2022;40
Floor;W04.2022;40
Floor;W05.2022;40
Floor;W06.2022;40
Floor;W07.2022;40
Floor;W08.2022;40
Floor;W09.2022;40
Floor;W10.2022;40
Floor;W11.2022;40
Floor;W12.2022;40
Floor;W13.2022;40
Floor;W14.2022;40
Floor;W15.2022;40
Floor;W16.2022;40
Floor;W17.2022;40
Floor;W18.2022;40
Floor;W19.2022;40
Floor;W20.2022;40
Floor;W21.2022;40
Floor;W22.2022;40
Floor;W23.2022;40
Floor;W24.2022;40
Floor;W25.2022;40
Floor;W26.2022;40
Floor;W27.2022;40
Floor;W28.2022;40
Floor;W29.2022;40
Floor;W30.2022;40
Floor;W31.2022;40
Floor;W32.2022;40
Floor;W33.2022;16
Floor;W34.2022;16
Floor;W35.2022;16
Floor;W36.2022;16
Floor;W37.2022;16
Floor;W38.2022;16
Floor;W39.2022;16
Floor;W40.2022;16
Floor;W41.2022;16
Floor;W42.2022;16
Floor;W43.2022;16
Floor;W44.2022;16
Floor;W45.2022;16
Floor;W46.2022;16
Floor;W47.2022;16
Floor;W48.2022;16
Floor;W49.2022;16
Floor;W50.2022;16
Floor;W51.2022;16
Floor;W52.2022;16
Floor;W01.2023;16
Floor;W02.2023;16
Floor;W03.2023;16
Floor;W04.2023;16
Floor;W05.2023;16
Floor;W06.2023;16
Floor;W07.2023;16
Floor;W08.2023;16
Floor;W09.2023;16
Floor;W10.2023;16
Floor;W11.2023;16
Floor;W12.2023;16
Floor;W13.2023;16
Floor;W14.2023;16
Floor;W15.2023;16
Floor;W16.2023;16
Floor;W17.2023;16
Floor;W18.2023;16
Floor;W19.2023;16
Floor;W20.2023;16
Floor;W21.2023;16
Floor;W22.2023;16
Floor;W23.2023;16
Floor;W24.2023;16
Floor;W25.2023;16
Floor;W26.2023;16
Floor;W27.2023;16
Floor;W28.2023;16
Floor;W29.2023;16
Floor;W30.2023;16
Floor;W31.2023;16
Floor;W32.2023;16
Floor;W33.2023;16
Floor;W34.2023;16
Floor;W35.2023;16
Floor;W36.2023;16
Floor;W37.2023;16
Floor;W38.2023;16
Floor;W39.2023;16
Floor;W40.2023;16
Floor;W41.2023;16
Floor;W42.2023;16
Floor;W43.2023;16
Floor;W44.2023;16
Floor;W45.2023;16
Floor;W46.2023;16
Floor;W47.2023;16
Floor;W48.2023;16
Floor;W49.2023;16
Floor;W50.2023;16
Floor;W51.2023;16
Floor;W52.2023;16
Anne;W01.2022;24
Anne;W02.2022;24
Anne;W03.2022;24
Anne;W04.2022;24
Anne;W05.2022;24
Anne;W06.2022;24
Anne;W07.2022;24
Anne;W08.2022;24
Anne;W09.2022;24
Anne;W10.2022;24
Anne;W11.2022;24
Anne;W12.2022;24
Anne;W13.2022;24
Anne;W14.2022;24
Anne;W15.2022;24
Anne;W16.2022;24
Anne;W17.2022;24
Anne;W18.2022;24
Anne;W19.2022;24
Anne;W20.2022;24
Anne;W21.2022;24
Anne;W22.2022;24
Anne;W23.2022;24
Anne;W24.2022;24
Anne;W25.2022;24
Anne;W26.2022;24
Anne;W27.2022;24
Anne;W28.2022;24
Anne;W29.2022;24
Anne;W30.2022;24
Anne;W31.2022;24
Anne;W32.2022;24
Anne;W33.2022;24
Anne;W34.2022;24
Anne;W35.2022;24
Anne;W36.2022;24
Anne;W37.2022;24
Anne;W38.2022;24
Anne;W39.2022;24
Anne;W40.2022;24
Anne;W41.2022;24
Anne;W42.2022;24
Anne;W43.2022;24
Anne;W44.2022;24
Anne;W45.2022;24
Anne;W46.2022;24
Anne;W47.2022;24
Anne;W48.2022;24
Anne;W49.2022;24
Anne;W50.2022;40
Anne;W51.2022;40
Anne;W52.2022;40
Anne;W01.2023;40
Anne;W02.2023;40
Anne;W03.2023;40
Anne;W04.2023;40
Anne;W05.2023;40
Anne;W06.2023;40
Anne;W07.2023;40
Anne;W08.2023;40
Anne;W09.2023;40
Anne;W10.2023;24
Anne;W11.2023;24
Anne;W12.2023;24
Anne;W13.2023;24
Anne;W14.2023;24
Anne;W15.2023;24
Anne;W16.2023;24
Anne;W17.2023;24
Anne;W18.2023;24
Anne;W19.2023;24
Anne;W20.2023;24
Anne;W21.2023;24
Anne;W22.2023;24
Anne;W23.2023;24
Anne;W24.2023;24
Anne;W25.2023;24
Anne;W26.2023;24
Anne;W27.2023;24
Anne;W28.2023;24
Anne;W29.2023;24
Anne;W30.2023;24
Anne;W31.2023;24
Anne;W32.2023;24
Anne;W33.2023;24
Anne;W34.2023;24
Anne;W35.2023;24
Anne;W36.2023;24
Anne;W37.2023;40
Anne;W38.2023;40
Anne;W39.2023;40
Anne;W40.2023;40
Anne;W41.2023;40
Anne;W42.2023;40
Anne;W43.2023;40
Anne;W44.2023;40
Anne;W45.2023;40
Anne;W46.2023;40
Anne;W47.2023;40
Anne;W48.2023;40
Anne;W49.2023;40
Anne;W50.2023;40
Anne;W51.2023;40
Anne;W52.2023;40
Max;W01.2022;32
Max;W02.2022;32
Max;W03.2022;32
Max;W04.2022;32
Max;W05.2022;32
Max;W06.2022;32
Max;W07.2022;32
Max;W08.2022;32
Max;W09.2022;32
Max;W10.2022;32
Max;W11.2022;32
Max;W12.2022;32
Max;W13.2022;32
Max;W14.2022;32
Max;W15.2022;32
Max;W16.2022;32
Max;W17.2022;32
Max;W18.2022;32
Max;W19.2022;32
Max;W20.2022;32
Max;W21.2022;32
Max;W22.2022;32
Max;W23.2022;32
Max;W24.2022;32
Max;W25.2022;32
Max;W26.2022;32
Max;W27.2022;32
Max;W28.2022;32
Max;W29.2022;32
Max;W30.2022;32
Max;W31.2022;32
Max;W32.2022;32
Max;W33.2022;32
Max;W34.2022;32
Max;W35.2022;32
Max;W36.2022;32
Max;W37.2022;32
Max;W38.2022;32
Max;W39.2022;32
Max;W40.2022;32
Max;W41.2022;32
Max;W42.2022;32
Max;W43.2022;32
Max;W44.2022;32
Max;W45.2022;32
Max;W46.2022;32
Max;W47.2022;32
Max;W48.2022;32
Max;W49.2022;32
Max;W50.2022;32
Max;W51.2022;32
Max;W52.2022;32
Max;W01.2023;32
Max;W02.2023;32
Max;W03.2023;32
Max;W04.2023;32
Max;W05.2023;32
Max;W06.2023;32
Max;W07.2023;32
Max;W08.2023;32
Max;W09.2023;32
Max;W10.2023;32
Max;W11.2023;32
Max;W12.2023;32
Max;W13.2023;32
Max;W14.2023;32
Max;W15.2023;32
Max;W16.2023;32
Max;W17.2023;32
Max;W18.2023;32
Max;W19.2023;32
Max;W20.2023;32
Max;W21.2023;32
Max;W22.2023;32
Max;W23.2023;32
Max;W24.2023;32
Max;W25.2023;32
Max;W26.2023;32
Max;W27.2023;32
Max;W28.2023;32
Max;W29.2023;32
Max;W30.2023;32
Max;W31.2023;32
Max;W32.2023;32
Max;W33.2023;32
Max;W34.2023;32
Max;W35.2023;32
Max;W36.2023;32
Max;W37.2023;32
Max;W38.2023;32
Max;W39.2023;32
Max;W40.2023;32
Max;W41.2023;32
Max;W42.2023;32
Max;W43.2023;32
Max;W44.2023;32
Max;W45.2023;32
Max;W46.2023;32
Max;W47.2023;32
Max;W48.2023;24
Max;W49.2023;24
Max;W50.2023;24
Max;W51.2023;24
Max;W52.2023;24
Ymke;W01.2022;40
Ymke;W02.2022;40
Ymke;W03.2022;40
Ymke;W04.2022;40
Ymke;W05.2022;40
Ymke;W06.2022;40
Ymke;W07.2022;40
Ymke;W08.2022;40
Ymke;W09.2022;40
Ymke;W10.2022;40
Ymke;W11.2022;40
Ymke;W12.2022;40
Ymke;W13.2022;40
Ymke;W14.2022;40
Ymke;W15.2022;40
Ymke;W16.2022;40
Ymke;W17.2022;40
Ymke;W18.2022;40
Ymke;W19.2022;40
Ymke;W20.2022;40
Ymke;W21.2022;40
Ymke;W22.2022;40
Ymke;W23.2022;40
Ymke;W24.2022;40
Ymke;W25.2022;40
Ymke;W26.2022;40
Ymke;W27.2022;40
Ymke;W28.2022;40
Ymke;W29.2022;40
Ymke;W30.2022;40
Ymke;W31.2022;40
Ymke;W32.2022;40
Ymke;W33.2022;40
Ymke;W34.2022;40
Ymke;W35.2022;40
Ymke;W36.2022;40
Ymke;W37.2022;40
Ymke;W38.2022;40
Ymke;W39.2022;40
Ymke;W40.2022;40
Ymke;W41.2022;40
Ymke;W42.2022;40
Ymke;W43.2022;40
Ymke;W44.2022;40
Ymke;W45.2022;40
Ymke;W46.2022;40
Ymke;W47.2022;40
Ymke;W48.2022;40
Ymke;W49.2022;40
Ymke;W50.2022;40
Ymke;W51.2022;40
Ymke;W52.2022;40
Ymke;W01.2023;40
Ymke;W02.2023;40
Ymke;W03.2023;40
Ymke;W04.2023;40
Ymke;W05.2023;40
Ymke;W06.2023;40
Ymke;W07.2023;40
Ymke;W08.2023;40
Ymke;W09.2023;40
Ymke;W10.2023;40
Ymke;W11.2023;40
Ymke;W12.2023;40
Ymke;W13.2023;40
Ymke;W14.2023;40
Ymke;W15.2023;40
Ymke;W16.2023;40
Ymke;W17.2023;40
Ymke;W18.2023;40
Ymke;W19.2023;40
Ymke;W20.2023;40
Ymke;W21.2023;40
Ymke;W22.2023;40
Ymke;W23.2023;40
Ymke;W24.2023;40
Ymke;W25.2023;40
Ymke;W26.2023;40
Ymke;W27.2023;40
Ymke;W28.2023;40
Ymke;W29.2023;40
Ymke;W30.2023;40
Ymke;W31.2023;40
Ymke;W32.2023;40
Ymke;W33.2023;40
Ymke;W34.2023;40
Ymke;W35.2023;40
Ymke;W36.2023;40
Ymke;W37.2023;40
Ymke;W38.2023;40
Ymke;W39.2023;32
Ymke;W40.2023;32
Ymke;W41.2023;32
Ymke;W42.2023;32
Ymke;W43.2023;32
Ymke;W44.2023;32
Ymke;W45.2023;32
Ymke;W46.2023;32
Ymke;W47.2023;32
Ymke;W48.2023;32
Ymke;W49.2023;32
Ymke;W50.2023;32
Ymke;W51.2023;32
Ymke;W52.2023;32
Simon;W01.2022;40
Simon;W02.2022;40
Simon;W03.2022;40
Simon;W04.2022;40
Simon;W05.2022;40
Simon;W06.2022;40
Simon;W07.2022;40
Simon;W08.2022;40
Simon;W09.2022;40
Simon;W10.2022;40
Simon;W11.2022;40
Simon;W12.2022;40
Simon;W13.2022;40
Simon;W14.2022;40
Simon;W15.2022;40
Simon;W16.2022;40
Simon;W17.2022;40
Simon;W18.2022;40
Simon;W19.2022;40
Simon;W20.2022;8
Simon;W21.2022;8
Simon;W22.2022;8
Simon;W23.2022;8
Simon;W24.2022;8
Simon;W25.2022;8
Simon;W26.2022;8
Simon;W27.2022;8
Simon;W28.2022;8
Simon;W29.2022;8
Simon;W30.2022;8
Simon;W31.2022;8
Simon;W32.2022;8
Simon;W33.2022;8
Simon;W34.2022;8
Simon;W35.2022;8
Simon;W36.2022;8
Simon;W37.2022;8
Simon;W38.2022;8
Simon;W39.2022;8
Simon;W40.2022;8
Simon;W41.2022;8
Simon;W42.2022;8
Simon;W43.2022;40
Simon;W44.2022;40
Simon;W45.2022;40
Simon;W46.2022;40
Simon;W47.2022;40
Simon;W48.2022;40
Simon;W49.2022;40
Simon;W50.2022;40
Simon;W51.2022;8
Simon;W52.2022;8
Simon;W01.2023;8
Simon;W02.2023;8
Simon;W03.2023;8
Simon;W04.2023;8
Simon;W05.2023;8
Simon;W06.2023;8
Simon;W07.2023;8
Simon;W08.2023;8
Simon;W09.2023;40
Simon;W10.2023;40
Simon;W11.2023;40
Simon;W12.2023;40
Simon;W13.2023;40
Simon;W14.2023;40
Simon;W15.2023;40
Simon;W16.2023;40
Simon;W17.2023;40
Simon;W18.2023;40
Simon;W19.2023;40
Simon;W20.2023;40
Simon;W21.2023;40
Simon;W22.2023;40
Simon;W23.2023;40
Simon;W24.2023;40
Simon;W25.2023;40
Simon;W26.2023;40
Simon;W27.2023;40
Simon;W28.2023;40
Simon;W29.2023;40
Simon;W30.2023;40
Simon;W31.2023;40
Simon;W32.2023;40
Simon;W33.2023;40
Simon;W34.2023;40
Simon;W35.2023;40
Simon;W36.2023;40
Simon;W37.2023;40
Simon;W38.2023;40
Simon;W39.2023;16
Simon;W40.2023;16
Simon;W41.2023;16
Simon;W42.2023;16
Simon;W43.2023;16
Simon;W44.2023;16
Simon;W45.2023;16
Simon;W46.2023;16
Simon;W47.2023;16
Simon;W48.2023;16
Simon;W49.2023;16
Simon;W50.2023;16
Simon;W51.2023;16
Simon;W52.2023;16
